strain	virus	date	accession_id	region	country	province	division	location
hCoV_19_Madagascar_IPM_00981_2021_EPI_ISL_3716367_2021_01_18	sars_cov_2	2021-04-14	EPI_ISL_4297704	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01011_2021_EPI_ISL_3716368_2021_01_16	sars_cov_2	2021-04-12	EPI_ISL_4297722	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01013_2021_EPI_ISL_3716369_2021_01_18	sars_cov_2	2021-04-13	EPI_ISL_4297724	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01035_2021_EPI_ISL_3716370_2021_01_21	sars_cov_2	2021-04-13	EPI_ISL_4297728	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01038_2021_EPI_ISL_3716371_2021_01_18	sars_cov_2	2021-04-07	EPI_ISL_4297758	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01124_2021_EPI_ISL_3716372_2021_01_23	sars_cov_2	2021-04-14	EPI_ISL_4297767	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01166_2021_EPI_ISL_3716373_2021_01_26	sars_cov_2	2021-04-14	EPI_ISL_4297768	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_01275_2021_EPI_ISL_3716374_2021_01_25	sars_cov_2	2021-04-14	EPI_ISL_4297769	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_02069_2020_EPI_ISL_3716375_2020_03_25	sars_cov_2	2021-04-13	EPI_ISL_4297772	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_02758_2020_EPI_ISL_3716376_2020_03_28	sars_cov_2	2021-07-06	EPI_ISL_7722675	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03111_2020_EPI_ISL_3716377_2020_03_31	sars_cov_2	2021-07-13	EPI_ISL_7722744	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03125_2020_EPI_ISL_3716378_2020_04_01	sars_cov_2	2021-07-13	EPI_ISL_7722749	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03243_2020_EPI_ISL_3716379_2020_04_03	sars_cov_2	2021-04-30	EPI_ISL_7722795	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03356_2020_EPI_ISL_3716380_2020_04_03	sars_cov_2	2021-05-03	EPI_ISL_7722800	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03388_2020_EPI_ISL_3716381_2020_04_05	sars_cov_2	2021-05-03	EPI_ISL_7722805	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03692_2020_EPI_ISL_3716382_2020_04_08	sars_cov_2	2021-05-04	EPI_ISL_7722809	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_03958_2020_EPI_ISL_3716383_2020_04_13	sars_cov_2	2021-05-06	EPI_ISL_7722814	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_04029_2020_EPI_ISL_3716384_2020_04_14	sars_cov_2	2021-07-15	EPI_ISL_7722819	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_04502_2020_EPI_ISL_3716385_2020_04_22	sars_cov_2	2021-07-16	EPI_ISL_7722830	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_04747_2020_EPI_ISL_3716386_2020_04_24	sars_cov_2	2021-04-30	EPI_ISL_7722839	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_04765_2020_EPI_ISL_3716387_2020_04_24	sars_cov_2	2021-05-03	EPI_ISL_7722840	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05252_2020_EPI_ISL_3716388_2020_04_29	sars_cov_2	2021-05-07	EPI_ISL_7722841	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05472_2020_EPI_ISL_3716389_2020_04_30	sars_cov_2	2021-05-07	EPI_ISL_7722842	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05479_2020_EPI_ISL_3716390_2020_04_30	sars_cov_2	2021-05-10	EPI_ISL_7722843	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05783_2020_EPI_ISL_3716391_2020_05_02	sars_cov_2	2021-05-11	EPI_ISL_7722844	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05784_2020_EPI_ISL_3716392_2020_05_01	sars_cov_2	2021-05-11	EPI_ISL_7722845	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05812_2020_EPI_ISL_3716393_2020_05_04	sars_cov_2	2021-05-11	EPI_ISL_7722848	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05816_2020_EPI_ISL_3716394_2020_05_04	sars_cov_2	2021-05-11	EPI_ISL_7722849	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_05831_2020_EPI_ISL_3716395_2020_05_03	sars_cov_2	2021-05-11	EPI_ISL_7722850	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_06241_2020_EPI_ISL_3716396_2020_05_16	sars_cov_2	2021-05-17	EPI_ISL_7722851	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_06256_2020_EPI_ISL_3716397_2020_05_16	sars_cov_2	2021-05-17	EPI_ISL_7722852	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_06700_2020_EPI_ISL_3716398_2020_05_27	sars_cov_2	2021-05-19	EPI_ISL_7722858	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_06790_2020_EPI_ISL_3716399_2020_05_30	sars_cov_2	2021-05-20	EPI_ISL_7722862	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_06800_2020_EPI_ISL_3716400_2020_05_30	sars_cov_2	2021-05-20	EPI_ISL_7722866	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_07350_2020_EPI_ISL_3716401_2020_05_06	sars_cov_2	2021-05-20	EPI_ISL_7722871	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_07368_2020_EPI_ISL_3716402_2020_05_05	sars_cov_2	2021-05-25	EPI_ISL_7722876	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_07479_2020_EPI_ISL_3716403_2020_05_07	sars_cov_2	2021-05-25	EPI_ISL_7722880	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_08013_2020_EPI_ISL_3716404_2020_05_09	sars_cov_2	2021-05-25	EPI_ISL_7722883	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_08332_2020_EPI_ISL_3716405_2020_05_11	sars_cov_2	2021-05-06	EPI_ISL_8523895	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Avaradrano
hCoV_19_Madagascar_IPM_08397_2020_EPI_ISL_3716406_2020_05_12	sars_cov_2	2020-12-23	EPI_ISL_1660231	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_09026_2020_EPI_ISL_3716407_2020_05_14	sars_cov_2	2020-12-23	EPI_ISL_1660232	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_09269_2020_EPI_ISL_3716408_2020_05_14	sars_cov_2	2021-01-08	EPI_ISL_1660237	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_09761_2020_EPI_ISL_3716409_2020_05_15	sars_cov_2	2021-01-11	EPI_ISL_1660238	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_09884_2020_EPI_ISL_3716410_2020_05_20	sars_cov_2	2021-01-27	EPI_ISL_1660248	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10090_2020_EPI_ISL_3716411_2020_05_20	sars_cov_2	2021-02-01	EPI_ISL_1660250	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10128_2020_EPI_ISL_3716412_2020_05_22	sars_cov_2	2021-02-01	EPI_ISL_1660251	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10139_2020_EPI_ISL_3716413_2020_05_22	sars_cov_2	2021-02-02	EPI_ISL_1660252	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10239_2020_EPI_ISL_3716414_2020_05_20	sars_cov_2	2021-02-03	EPI_ISL_1660253	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10241_2020_EPI_ISL_3716415_2020_05_20	sars_cov_2	2021-02-05	EPI_ISL_1660260	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10243_2020_EPI_ISL_3716416_2020_05_20	sars_cov_2	2021-02-09	EPI_ISL_1660262	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10443_2020_EPI_ISL_3716417_2020_05_25	sars_cov_2	2021-02-15	EPI_ISL_1660266	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10577_2020_EPI_ISL_3716418_2020_05_26	sars_cov_2	2021-02-15	EPI_ISL_1660268	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10637_2020_EPI_ISL_3716419_2020_05_27	sars_cov_2	2021-02-22	EPI_ISL_1660275	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10681_2020_EPI_ISL_3716420_2020_05_26	sars_cov_2	2021-02-24	EPI_ISL_1660282	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10687_2020_EPI_ISL_3716421_2020_05_26	sars_cov_2	2021-02-25	EPI_ISL_1660284	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10765_2020_EPI_ISL_3716422_2020_05_25	sars_cov_2	2021-02-26	EPI_ISL_1660285	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10841_2020_EPI_ISL_3716423_2020_05_26	sars_cov_2	2021-01-05	EPI_ISL_1660293	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_10964_2020_EPI_ISL_3716424_2020_05_28	sars_cov_2	2021-01-07	EPI_ISL_1660297	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11139_2020_EPI_ISL_3716425_2020_05_27	sars_cov_2	2021-01-19	EPI_ISL_1660305	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11212_2020_EPI_ISL_3716426_2020_05_27	sars_cov_2	2020-12-24	EPI_ISL_1660331	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11385_2020_EPI_ISL_3716427_2020_05_29	sars_cov_2	2021-01-12	EPI_ISL_1660333	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11417_2020_EPI_ISL_3716428_2020_05_30	sars_cov_2	2021-01-20	EPI_ISL_1660334	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11435_2020_EPI_ISL_3716429_2020_05_29	sars_cov_2	2021-01-15	EPI_ISL_1660336	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11437_2020_EPI_ISL_3716430_2020_05_29	sars_cov_2	2021-01-25	EPI_ISL_1672388	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11483_2020_EPI_ISL_3716431_2020_05_29	sars_cov_2	2021-01-03	EPI_ISL_3716350	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11491_2020_EPI_ISL_3716432_2020_05_29	sars_cov_2	2021-01-03	EPI_ISL_3716351	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11619_2020_EPI_ISL_3716433_2020_05_31	sars_cov_2	2021-01-05	EPI_ISL_3716353	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11739_2020_EPI_ISL_3716434_2020_06_03	sars_cov_2	2021-01-06	EPI_ISL_3716354	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11743_2020_EPI_ISL_3716435_2020_06_02	sars_cov_2	2021-01-13	EPI_ISL_3716361	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11766_2020_EPI_ISL_3716436_2020_06_02	sars_cov_2	2021-01-26	EPI_ISL_3716373	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11780_2020_EPI_ISL_3716437_2020_06_04	sars_cov_2	2020-03-28	EPI_ISL_3716376	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11876_2020_EPI_ISL_3716438_2020_06_04	sars_cov_2	2020-04-01	EPI_ISL_3716378	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11881_2020_EPI_ISL_3716439_2020_06_03	sars_cov_2	2020-04-05	EPI_ISL_3716381	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11893_2020_EPI_ISL_3716440_2020_06_04	sars_cov_2	2020-04-13	EPI_ISL_3716383	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11916_2020_EPI_ISL_3716441_2020_06_04	sars_cov_2	2020-04-22	EPI_ISL_3716385	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_11980_2020_EPI_ISL_3716442_2020_06_05	sars_cov_2	2020-04-24	EPI_ISL_3716386	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12072_2020_EPI_ISL_3716443_2020_06_08	sars_cov_2	2020-04-24	EPI_ISL_3716387	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12127_2020_EPI_ISL_3716444_2020_06_06	sars_cov_2	2020-04-29	EPI_ISL_3716388	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12206_2020_EPI_ISL_3716445_2020_06_01	sars_cov_2	2020-05-04	EPI_ISL_3716394	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12708_2020_EPI_ISL_3716446_2020_06_02	sars_cov_2	2020-05-03	EPI_ISL_3716395	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12868_2020_EPI_ISL_3716447_2020_06_01	sars_cov_2	2020-05-07	EPI_ISL_3716403	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12895_2020_EPI_ISL_3716448_2020_06_02	sars_cov_2	2020-05-09	EPI_ISL_3716404	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_12941_2020_EPI_ISL_3716449_2020_06_02	sars_cov_2	2020-05-12	EPI_ISL_3716406	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13338_2020_EPI_ISL_3716450_2020_06_10	sars_cov_2	2020-05-22	EPI_ISL_3716412	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13343_2020_EPI_ISL_3716451_2020_06_10	sars_cov_2	2020-05-22	EPI_ISL_3716413	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13356_2020_EPI_ISL_3716452_2020_06_10	sars_cov_2	2020-05-27	EPI_ISL_3716419	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13396_2020_EPI_ISL_3716453_2020_06_11	sars_cov_2	2020-05-26	EPI_ISL_3716420	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13504_2020_EPI_ISL_3716454_2020_06_13	sars_cov_2	2020-05-28	EPI_ISL_3716424	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13515_2020_EPI_ISL_3716455_2020_06_14	sars_cov_2	2020-05-30	EPI_ISL_3716428	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_13545_2020_EPI_ISL_3716456_2020_06_15	sars_cov_2	2020-05-31	EPI_ISL_3716433	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_14519_2020_EPI_ISL_3716457_2020_06_08	sars_cov_2	2020-06-01	EPI_ISL_3716445	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_14539_2020_EPI_ISL_3716458_2020_06_09	sars_cov_2	2020-06-08	EPI_ISL_3716459	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_14578_2020_EPI_ISL_3716459_2020_06_08	sars_cov_2	2020-06-13	EPI_ISL_3716461	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_14647_2020_EPI_ISL_3716460_2020_06_09	sars_cov_2	2020-06-15	EPI_ISL_3716464	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_14754_2020_EPI_ISL_3716461_2020_06_13	sars_cov_2	2020-06-20	EPI_ISL_3716467	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_15018_2020_EPI_ISL_3716462_2020_06_10	sars_cov_2	2020-06-25	EPI_ISL_3716473	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_15152_2020_EPI_ISL_3716463_2020_06_12	sars_cov_2	2020-06-26	EPI_ISL_3716475	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_15333_2020_EPI_ISL_3716464_2020_06_15	sars_cov_2	2020-06-26	EPI_ISL_3716476	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_16657_2020_EPI_ISL_3716465_2020_06_15	sars_cov_2	2020-06-26	EPI_ISL_3716477	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_16769_2020_EPI_ISL_3716466_2020_06_16	sars_cov_2	2020-07-01	EPI_ISL_3716479	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17084_2020_EPI_ISL_3716467_2020_06_20	sars_cov_2	2020-06-29	EPI_ISL_3716480	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17120_2020_EPI_ISL_3716468_2020_06_20	sars_cov_2	2020-06-30	EPI_ISL_3716481	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17175_2020_EPI_ISL_3716469_2020_06_19	sars_cov_2	2020-06-30	EPI_ISL_3716482	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17441_2020_EPI_ISL_3716470_2020_06_21	sars_cov_2	2020-06-30	EPI_ISL_3716483	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17442_2020_EPI_ISL_3716471_2020_06_21	sars_cov_2	2020-06-30	EPI_ISL_3716484	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17560_2020_EPI_ISL_3716472_2020_06_23	sars_cov_2	2020-06-30	EPI_ISL_3716485	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17706_2020_EPI_ISL_3716473_2020_06_25	sars_cov_2	2020-06-30	EPI_ISL_3716486	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17740_2020_EPI_ISL_3716474_2020_06_24	sars_cov_2	2020-06-30	EPI_ISL_3716487	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17804_2020_EPI_ISL_3716475_2020_06_26	sars_cov_2	2020-07-04	EPI_ISL_3716498	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17845_2020_EPI_ISL_3716476_2020_06_26	sars_cov_2	2020-07-07	EPI_ISL_3716502	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_17869_2020_EPI_ISL_3716477_2020_06_26	sars_cov_2	2020-07-08	EPI_ISL_3716509	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19503_2020_EPI_ISL_3716478_2020_06_28	sars_cov_2	2020-07-10	EPI_ISL_3716519	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19604_2020_EPI_ISL_3716479_2020_07_01	sars_cov_2	2020-08-05	EPI_ISL_3716569	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19669_2020_EPI_ISL_3716480_2020_06_29	sars_cov_2	2020-08-26	EPI_ISL_3716603	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19849_2020_EPI_ISL_3716481_2020_06_30	sars_cov_2	2020-08-29	EPI_ISL_3716607	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19850_2020_EPI_ISL_3716482_2020_06_30	sars_cov_2	2020-09-04	EPI_ISL_3716618	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19851_2020_EPI_ISL_3716483_2020_06_30	sars_cov_2	2020-09-09	EPI_ISL_3716626	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19853_2020_EPI_ISL_3716484_2020_06_30	sars_cov_2	2020-09-14	EPI_ISL_3716630	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19854_2020_EPI_ISL_3716485_2020_06_30	sars_cov_2	2020-09-18	EPI_ISL_3716636	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19855_2020_EPI_ISL_3716486_2020_06_30	sars_cov_2	2020-09-25	EPI_ISL_3716641	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19856_2020_EPI_ISL_3716487_2020_06_30	sars_cov_2	2020-10-01	EPI_ISL_3716644	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19861_2020_EPI_ISL_3716488_2020_06_30	sars_cov_2	2020-10-25	EPI_ISL_3716663	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19997_2020_EPI_ISL_3716489_2020_06_29	sars_cov_2	2020-10-27	EPI_ISL_3716665	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_19999_2020_EPI_ISL_3716490_2020_06_22	sars_cov_2	2020-11-11	EPI_ISL_3716672	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20000_2020_EPI_ISL_3716491_2020_06_22	sars_cov_2	2020-11-11	EPI_ISL_3716673	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20003_2020_EPI_ISL_3716492_2020_06_24	sars_cov_2	2020-11-11	EPI_ISL_3716674	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20004_2020_EPI_ISL_3716493_2020_06_24	sars_cov_2	2020-11-27	EPI_ISL_3716677	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20005_2020_EPI_ISL_3716494_2020_06_24	sars_cov_2	2020-11-27	EPI_ISL_3716678	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20009_2020_EPI_ISL_3716495_2020_06_23	sars_cov_2	2020-12-01	EPI_ISL_3716679	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20016_2020_EPI_ISL_3716496_2020_07_02	sars_cov_2	2020-12-08	EPI_ISL_3716685	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20017_2020_EPI_ISL_3716497_2020_07_03	sars_cov_2	2020-12-14	EPI_ISL_3716689	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
